millis,stamp,datetime,light,temp,vcc
7824999, 1562112000, "2019/7/3 0:0:0", 621, 444.93, 1.81
7825999, 1562112000, "2019/7/3 0:0:0", 632, 439.13, 1.78
7826998, 1562112000, "2019/7/3 0:0:0", 639, 435.65, 1.76
7827999, 1562112000, "2019/7/3 0:0:0", 631, 435.65, 1.78
7829000, 1562112000, "2019/7/3 0:0:0", 631, 435.65, 1.79
7829999, 1562112000, "2019/7/3 0:0:0", 636, 435.65, 1.77
7831000, 1562112000, "2019/7/3 0:0:0", 625, 437.97, 1.79
7831999, 1562112000, "2019/7/3 0:0:0", 630, 436.23, 1.79
7832998, 1562112000, "2019/7/3 0:0:0", 581, 437.39, 1.74
7833999, 1562112000, "2019/7/3 0:0:0", 622, 441.45, 2.33
7834999, 1562112000, "2019/7/3 0:0:0", 631, 438.55, 1.98
7835999, 1562112000, "2019/7/3 0:0:0", 645, 435.65, 1.76
7836999, 1562112000, "2019/7/3 0:0:0", 625, 444.93, 2.37
7838000, 1562112000, "2019/7/3 0:0:0", 593, 468.13, 4.28
7838999, 1562112000, "2019/7/3 0:0:0", 514, 530.78, inf
7840000, 1562112000, "2019/7/3 0:0:0", 451, 535.42, inf
7840999, 1562112000, "2019/7/3 0:0:0", 269, 535.42, inf
7841998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7842998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7843999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7844999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7845999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7846999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7847999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 14.44
7848999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.77
7849999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.97
7850998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7852000, 1562112000, "2019/7/3 0:0:0", 468, 490.17, 1.76
7852999, 1562112000, "2019/7/3 0:0:0", 382, 535.42, 1.76
7854000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 35.20
7854998, 1562112000, "2019/7/3 0:0:0", 397, 534.84, 1.77
7855998, 1562112000, "2019/7/3 0:0:0", 608, 436.81, 1.77
7856999, 1562112000, "2019/7/3 0:0:0", 626, 435.65, 1.78
7857999, 1562112000, "2019/7/3 0:0:0", 628, 439.71, 1.98
7858999, 1562112000, "2019/7/3 0:0:0", 627, 437.39, 1.79
7859998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7860999, 1562112000, "2019/7/3 0:0:0", 562, 438.55, 1.78
7861999, 1562112000, "2019/7/3 0:0:0", 369, 535.42, 1.77
7863000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7863999, 1562112000, "2019/7/3 0:0:0", 109, 535.42, 1.77
7864999, 1562112000, "2019/7/3 0:0:0", 215, 535.42, 1.75
7865999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.01
7866999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.29
7867999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7868999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7869999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7870998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7872000, 1562112000, "2019/7/3 0:0:0", 413, 535.42, inf
7872998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7873998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7874999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7875999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7877000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7877999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7879000, 1562112000, "2019/7/3 0:0:0", 608, 470.45, 4.10
7879999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7880999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7881999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7882999, 1562112000, "2019/7/3 0:0:0", 188, 535.42, inf
7884000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7884999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7886000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.73
7886999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 16.09
7887998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7888999, 1562112000, "2019/7/3 0:0:0", 50, 535.42, 2.14
7889999, 1562112000, "2019/7/3 0:0:0", 546, 442.61, 1.77
7890999, 1562112000, "2019/7/3 0:0:0", 636, 435.07, 1.76
7891999, 1562112000, "2019/7/3 0:0:0", 632, 433.91, 1.77
7892998, 1562112000, "2019/7/3 0:0:0", 636, 434.49, 1.77
7893999, 1562112000, "2019/7/3 0:0:0", 630, 433.91, 1.79
7895000, 1562112000, "2019/7/3 0:0:0", 222, 535.42, inf
7895999, 1562112000, "2019/7/3 0:0:0", 632, 435.65, 1.81
7896999, 1562112000, "2019/7/3 0:0:0", 651, 435.07, 1.74
7897999, 1562112000, "2019/7/3 0:0:0", 623, 448.41, 2.61
7898999, 1562112000, "2019/7/3 0:0:0", 416, 535.42, inf
7899998, 1562112000, "2019/7/3 0:0:0", 359, 535.42, inf
7900999, 1562112000, "2019/7/3 0:0:0", 621, 462.33, 3.48
7902000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7902999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7903998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 8.60
7904999, 1562112000, "2019/7/3 0:0:0", 243, 535.42, 1.76
7905999, 1562112000, "2019/7/3 0:0:0", 638, 433.91, 1.76
7906999, 1562112000, "2019/7/3 0:0:0", 639, 436.23, 1.77
7907999, 1562112000, "2019/7/3 0:0:0", 627, 443.19, 2.42
7909000, 1562112000, "2019/7/3 0:0:0", 645, 435.65, 1.81
7909999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7910999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7911998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7912999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.28
7913999, 1562112000, "2019/7/3 0:0:0", 41, 535.42, 2.24
7914999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7916000, 1562112000, "2019/7/3 0:0:0", 634, 434.49, 1.79
7916999, 1562112000, "2019/7/3 0:0:0", 633, 434.49, 1.77
7918000, 1562112000, "2019/7/3 0:0:0", 380, 535.42, 1.73
7918999, 1562112000, "2019/7/3 0:0:0", 636, 435.07, 1.78
7920000, 1562112000, "2019/7/3 0:0:0", 637, 435.07, 1.77
7920998, 1562112000, "2019/7/3 0:0:0", 635, 434.49, 1.78
7921999, 1562112000, "2019/7/3 0:0:0", 261, 535.42, inf
7922999, 1562112000, "2019/7/3 0:0:0", 631, 435.07, 1.79
7923998, 1562112000, "2019/7/3 0:0:0", 191, 535.42, 1.74
7925000, 1562112000, "2019/7/3 0:0:0", 635, 434.49, 1.77
7925999, 1562112000, "2019/7/3 0:0:0", 634, 435.07, 1.77
7927000, 1562112000, "2019/7/3 0:0:0", 289, 535.42, 1.74
7927999, 1562112000, "2019/7/3 0:0:0", 636, 435.07, 1.76
7928999, 1562112000, "2019/7/3 0:0:0", 636, 433.91, 1.76
7929999, 1562112000, "2019/7/3 0:0:0", 637, 433.91, 1.76
7930999, 1562112000, "2019/7/3 0:0:0", 635, 435.07, 1.77
7931999, 1562112000, "2019/7/3 0:0:0", 16, 535.42, 2.55
7932999, 1562112000, "2019/7/3 0:0:0", 639, 433.91, 1.76
7934000, 1562112000, "2019/7/3 0:0:0", 639, 433.91, 1.76
7934999, 1562112000, "2019/7/3 0:0:0", 508, 467.55, 1.77
7936000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7936999, 1562112000, "2019/7/3 0:0:0", 133, 535.42, 1.76
7937999, 1562112000, "2019/7/3 0:0:0", 72, 535.42, 1.98
7938999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 125.16
7939999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 13.41
7940999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7941999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7943000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7943999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7944999, 1562112000, "2019/7/3 0:0:0", 300, 535.42, inf
7945999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7946999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7947999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7948999, 1562112000, "2019/7/3 0:0:0", 11, 535.42, 2.57
7949999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7950999, 1562112000, "2019/7/3 0:0:0", 236, 535.42, inf
7951998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7952999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7953999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7954999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7955999, 1562112000, "2019/7/3 0:0:0", 250, 535.42, inf
7957000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7957999, 1562112000, "2019/7/3 0:0:0", 48, 535.42, 2.09
7959000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7959999, 1562112000, "2019/7/3 0:0:0", 520, 533.68, inf
7960999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7961999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7962999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7963999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7964999, 1562112000, "2019/7/3 0:0:0", 596, 478.57, 5.01
7965999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7966999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7968000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7968999, 1562112000, "2019/7/3 0:0:0", 592, 483.21, 5.42
7969999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7970999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7971999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7973000, 1562112000, "2019/7/3 0:0:0", 477, 535.42, inf
7973998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7975000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7975999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7976999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7978000, 1562112000, "2019/7/3 0:0:0", 393, 535.42, inf
7978998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7979999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7980999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7982000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7982999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7984000, 1562112000, "2019/7/3 0:0:0", 620, 460.59, 3.51
7984999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7985999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7986999, 1562112000, "2019/7/3 0:0:0", 647, 437.97, 2.10
7987999, 1562112000, "2019/7/3 0:0:0", 198, 535.42, inf
7989000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7989999, 1562112000, "2019/7/3 0:0:0", 199, 535.42, inf
7990999, 1562112000, "2019/7/3 0:0:0", 646, 435.65, 1.81
7991999, 1562112000, "2019/7/3 0:0:0", 282, 535.42, inf
7992999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7993999, 1562112000, "2019/7/3 0:0:0", 294, 535.42, inf
7994999, 1562112000, "2019/7/3 0:0:0", 110, 535.42, inf
7996000, 1562112000, "2019/7/3 0:0:0", 639, 447.83, 2.61
7996999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7997999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7998998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
7999998, 1562112000, "2019/7/3 0:0:0", 562, 509.32, 13.25
8000999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8001999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8002999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8003999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8004999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8005998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8007000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 43.32
8007999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 18.17
8008999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.51
8010000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8010999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 34.13
8011999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8012999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8014000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8014998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8015998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8016998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8017999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8018998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8019998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8021000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 31.29
8021999, 1562112000, "2019/7/3 0:0:0", 647, 432.75, 1.75
8023000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8023999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8024999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.27
8025999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.91
8026999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.19
8027998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.99
8028999, 1562112000, "2019/7/3 0:0:0", 96, 535.42, 1.77
8030000, 1562112000, "2019/7/3 0:0:0", 132, 535.42, 1.75
8030999, 1562112000, "2019/7/3 0:0:0", 263, 535.42, 1.77
8032000, 1562112000, "2019/7/3 0:0:0", 452, 502.94, 1.75
8032999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8033999, 1562112000, "2019/7/3 0:0:0", 445, 508.16, 1.75
8034999, 1562112000, "2019/7/3 0:0:0", 257, 535.42, 1.77
8035999, 1562112000, "2019/7/3 0:0:0", 266, 535.42, 1.76
8036998, 1562112000, "2019/7/3 0:0:0", 76, 535.42, 1.93
8037999, 1562112000, "2019/7/3 0:0:0", 257, 535.42, 1.75
8039000, 1562112000, "2019/7/3 0:0:0", 284, 535.42, 1.76
8039998, 1562112000, "2019/7/3 0:0:0", 644, 433.91, 1.75
8040999, 1562112000, "2019/7/3 0:0:0", 323, 535.42, 1.76
8041999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8042999, 1562112000, "2019/7/3 0:0:0", 201, 535.42, 1.76
8043999, 1562112000, "2019/7/3 0:0:0", 107, 535.42, 1.77
8044998, 1562112000, "2019/7/3 0:0:0", 113, 535.42, 1.75
8046000, 1562112000, "2019/7/3 0:0:0", 564, 436.81, 1.75
8046999, 1562112000, "2019/7/3 0:0:0", 359, 535.42, 1.75
8048000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 43.32
8048999, 1562112000, "2019/7/3 0:0:0", 639, 436.81, 1.78
8049999, 1562112000, "2019/7/3 0:0:0", 639, 434.49, 1.75
8050999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.81
8051999, 1562112000, "2019/7/3 0:0:0", 639, 431.59, 1.75
8052999, 1562112000, "2019/7/3 0:0:0", 638, 432.17, 1.76
8053998, 1562112000, "2019/7/3 0:0:0", 632, 435.07, 1.79
8055000, 1562112000, "2019/7/3 0:0:0", 617, 447.25, 1.84
8055999, 1562112000, "2019/7/3 0:0:0", 621, 447.25, 1.83
8056999, 1562112000, "2019/7/3 0:0:0", 635, 444.35, 1.77
8057999, 1562112000, "2019/7/3 0:0:0", 56, 535.42, inf
8058999, 1562112000, "2019/7/3 0:0:0", 612, 451.89, 2.39
8060000, 1562112000, "2019/7/3 0:0:0", 632, 444.35, 1.79
8060999, 1562112000, "2019/7/3 0:0:0", 590, 471.03, 3.65
8062000, 1562112000, "2019/7/3 0:0:0", 466, 535.42, inf
8062998, 1562112000, "2019/7/3 0:0:0", 570, 484.37, 5.21
8063998, 1562112000, "2019/7/3 0:0:0", 628, 448.41, 1.81
8064999, 1562112000, "2019/7/3 0:0:0", 421, 535.42, inf
8065999, 1562112000, "2019/7/3 0:0:0", 192, 535.42, inf
8066999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8067999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8069000, 1562112000, "2019/7/3 0:0:0", 493, 535.42, inf
8069999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8071000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8071999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8072999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8073998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8074999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 13.57
8075999, 1562112000, "2019/7/3 0:0:0", 475, 484.95, 1.81
8076999, 1562112000, "2019/7/3 0:0:0", 36, 535.42, 2.17
8078000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8078999, 1562112000, "2019/7/3 0:0:0", 274, 535.42, 1.81
8080000, 1562112000, "2019/7/3 0:0:0", 618, 445.51, 1.81
8080999, 1562112000, "2019/7/3 0:0:0", 620, 446.09, 1.81
8081999, 1562112000, "2019/7/3 0:0:0", 620, 444.93, 1.81
8082999, 1562112000, "2019/7/3 0:0:0", 621, 444.35, 1.80
8083999, 1562112000, "2019/7/3 0:0:0", 42, 535.42, 2.17
8085000, 1562112000, "2019/7/3 0:0:0", 612, 453.63, 2.63
8085999, 1562112000, "2019/7/3 0:0:0", 620, 444.35, 1.81
8086999, 1562112000, "2019/7/3 0:0:0", 60, 535.42, 2.04
8087999, 1562112000, "2019/7/3 0:0:0", 620, 443.77, 1.81
8088999, 1562112000, "2019/7/3 0:0:0", 616, 443.77, 1.82
8089999, 1562112000, "2019/7/3 0:0:0", 619, 446.67, 1.81
8090998, 1562112000, "2019/7/3 0:0:0", 616, 444.93, 1.82
8091999, 1562112000, "2019/7/3 0:0:0", 581, 446.67, 1.81
8092999, 1562112000, "2019/7/3 0:0:0", 507, 464.07, 1.82
8094000, 1562112000, "2019/7/3 0:0:0", 621, 446.09, 1.81
8094999, 1562112000, "2019/7/3 0:0:0", 77, 535.42, 1.96
8095998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8096999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8097999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8098999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8099999, 1562112000, "2019/7/3 0:0:0", 470, 535.42, inf
8101000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8101999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8103000, 1562112000, "2019/7/3 0:0:0", 622, 444.93, 1.82
8104000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8104998, 1562112000, "2019/7/3 0:0:0", 633, 445.51, 1.79
8105999, 1562112000, "2019/7/3 0:0:0", 592, 468.13, 3.65
8106999, 1562112000, "2019/7/3 0:0:0", 597, 464.07, 3.08
8107999, 1562112000, "2019/7/3 0:0:0", 617, 446.67, 1.92
8108999, 1562112000, "2019/7/3 0:0:0", 616, 446.09, 1.88
8110000, 1562112000, "2019/7/3 0:0:0", 615, 448.99, 1.97
8110999, 1562112000, "2019/7/3 0:0:0", 616, 446.09, 1.83
8112000, 1562112000, "2019/7/3 0:0:0", 619, 446.67, 1.89
8112999, 1562112000, "2019/7/3 0:0:0", 617, 444.93, 1.83
8113999, 1562112000, "2019/7/3 0:0:0", 615, 446.67, 1.83
8114999, 1562112000, "2019/7/3 0:0:0", 621, 444.35, 1.81
8115999, 1562112000, "2019/7/3 0:0:0", 275, 535.42, 1.78
8117000, 1562112000, "2019/7/3 0:0:0", 621, 444.93, 1.82
8117999, 1562112000, "2019/7/3 0:0:0", 619, 444.93, 1.82
8119000, 1562112000, "2019/7/3 0:0:0", 620, 444.93, 1.82
8119999, 1562112000, "2019/7/3 0:0:0", 619, 443.77, 1.81
8120999, 1562112000, "2019/7/3 0:0:0", 623, 445.51, 1.82
8121999, 1562112000, "2019/7/3 0:0:0", 622, 443.77, 1.81
8122999, 1562112000, "2019/7/3 0:0:0", 66, 535.42, 1.98
8123999, 1562112000, "2019/7/3 0:0:0", 622, 442.61, 1.81
8124999, 1562112000, "2019/7/3 0:0:0", 615, 444.35, 1.83
8126000, 1562112000, "2019/7/3 0:0:0", 9, 535.42, 2.78
8126999, 1562112000, "2019/7/3 0:0:0", 615, 445.51, 1.82
8127998, 1562112000, "2019/7/3 0:0:0", 620, 444.93, 1.81
8128999, 1562112000, "2019/7/3 0:0:0", 614, 443.19, 1.82
8129999, 1562112000, "2019/7/3 0:0:0", 432, 515.70, 1.80
8131000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8131999, 1562112000, "2019/7/3 0:0:0", 112, 535.42, 1.83
8132999, 1562112000, "2019/7/3 0:0:0", 6, 535.42, 2.82
8133999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.04
8135000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8135999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8136999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8137999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8138999, 1562112000, "2019/7/3 0:0:0", 98, 535.42, 1.83
8139999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8140999, 1562112000, "2019/7/3 0:0:0", 394, 535.42, inf
8141999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8142998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8143998, 1562112000, "2019/7/3 0:0:0", 603, 472.19, 3.65
8144999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8145999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8146999, 1562112000, "2019/7/3 0:0:0", 151, 535.42, inf
8147999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8148999, 1562112000, "2019/7/3 0:0:0", 301, 535.42, inf
8149998, 1562112000, "2019/7/3 0:0:0", 631, 446.09, 1.79
8151000, 1562112000, "2019/7/3 0:0:0", 311, 535.42, inf
8151999, 1562112000, "2019/7/3 0:0:0", 534, 514.54, 13.91
8152999, 1562112000, "2019/7/3 0:0:0", 629, 444.93, 1.81
8153999, 1562112000, "2019/7/3 0:0:0", 598, 462.33, 3.18
8154999, 1562112000, "2019/7/3 0:0:0", 569, 484.37, 5.29
8155999, 1562112000, "2019/7/3 0:0:0", 450, 535.42, inf
8156999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8157999, 1562112000, "2019/7/3 0:0:0", 604, 458.85, 2.78
8158998, 1562112000, "2019/7/3 0:0:0", 633, 444.35, 1.79
8159998, 1562112000, "2019/7/3 0:0:0", 610, 453.05, 2.47
8160999, 1562112000, "2019/7/3 0:0:0", 604, 460.59, 2.90
8161999, 1562112000, "2019/7/3 0:0:0", 552, 500.04, 8.28
8162999, 1562112000, "2019/7/3 0:0:0", 585, 471.03, 3.72
8163999, 1562112000, "2019/7/3 0:0:0", 361, 535.42, inf
8165000, 1562112000, "2019/7/3 0:0:0", 125, 535.42, inf
8165999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8167000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8167999, 1562112000, "2019/7/3 0:0:0", 625, 451.89, 2.24
8168999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8169999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8170999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8171999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8172999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8174000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8174999, 1562112000, "2019/7/3 0:0:0", 57, 535.42, 2.00
8176000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8177000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8177999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8178999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8179998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.95
8181000, 1562112000, "2019/7/3 0:0:0", 225, 535.42, 1.82
8181999, 1562112000, "2019/7/3 0:0:0", 232, 535.42, 1.82
8183000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 28.16
8183999, 1562112000, "2019/7/3 0:0:0", 612, 453.05, 1.97
8184999, 1562112000, "2019/7/3 0:0:0", 608, 450.73, 1.86
8186000, 1562112000, "2019/7/3 0:0:0", 358, 535.42, 1.81
8186999, 1562112000, "2019/7/3 0:0:0", 604, 450.73, 1.87
8187998, 1562112000, "2019/7/3 0:0:0", 611, 450.73, 1.85
8188998, 1562112000, "2019/7/3 0:0:0", 602, 454.21, 1.90
8190000, 1562112000, "2019/7/3 0:0:0", 595, 462.91, 2.84
8190999, 1562112000, "2019/7/3 0:0:0", 578, 477.99, 4.02
8192000, 1562112000, "2019/7/3 0:0:0", 622, 451.31, 1.85
8192999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8193999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8195000, 1562112000, "2019/7/3 0:0:0", 435, 535.42, inf
8195999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8197000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8197999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8199000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
8199999, 1562112000, "2019/7/3 0:0:0", 129, 535.42, 1.84
8200999, 1562112000, "2019/7/3 0:0:0", 525, 457.69, 1.84
8201999, 1562112000, "2019/7/3 0:0:0", 612, 452.47, 1.86
8202999, 1562112000, "2019/7/3 0:0:0", 609, 450.15, 1.84
8204000, 1562112000, "2019/7/3 0:0:0", 100, 535.42, 1.82
8204999, 1562112000, "2019/7/3 0:0:0", 604, 451.89, 1.85
8206000, 1562112000, "2019/7/3 0:0:0", 606, 453.63, 1.87
8206999, 1562112000, "2019/7/3 0:0:0", 605, 451.31, 1.87
8208000, 1562112000, "2019/7/3 0:0:0", 623, 449.57, 1.81
8208999, 1562112000, "2019/7/3 0:0:0", 602, 454.21, 1.98
8209999, 1562112000, "2019/7/3 0:0:0", 586, 470.45, 3.46
8210999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
