millis,stamp,datetime,light,temp,vcc
1632000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1632999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1633998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 10.63
1634999, 1562112000, "2019/7/3 0:0:0", 92, 535.42, 1.91
1635999, 1562112000, "2019/7/3 0:0:0", 476, 487.85, 1.90
1637000, 1562112000, "2019/7/3 0:0:0", 588, 463.49, 1.92
1637999, 1562112000, "2019/7/3 0:0:0", 589, 463.49, 1.92
1638999, 1562112000, "2019/7/3 0:0:0", 464, 498.88, 1.88
1639999, 1562112000, "2019/7/3 0:0:0", 582, 467.55, 2.25
1640999, 1562112000, "2019/7/3 0:0:0", 518, 517.44, 8.66
1641999, 1562112000, "2019/7/3 0:0:0", 374, 535.42, inf
1642999, 1562112000, "2019/7/3 0:0:0", 583, 476.25, 3.16
1644000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1644999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1646000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 14.08
1646999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.34
1648000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1648998, 1562112000, "2019/7/3 0:0:0", 342, 535.42, 1.93
1649999, 1562112000, "2019/7/3 0:0:0", 581, 465.81, 1.94
1650999, 1562112000, "2019/7/3 0:0:0", 583, 466.97, 1.94
1651999, 1562112000, "2019/7/3 0:0:0", 578, 466.97, 1.95
1652999, 1562112000, "2019/7/3 0:0:0", 581, 468.13, 1.95
1653998, 1562112000, "2019/7/3 0:0:0", 577, 469.87, 2.20
1655000, 1562112000, "2019/7/3 0:0:0", 469, 535.42, inf
1655998, 1562112000, "2019/7/3 0:0:0", 596, 467.55, 1.90
1656998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1657999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1658998, 1562112000, "2019/7/3 0:0:0", 585, 473.35, 2.59
1660000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1660998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1661999, 1562112000, "2019/7/3 0:0:0", 481, 535.42, 86.65
1662998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1663998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 18.17
1664999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1665998, 1562112000, "2019/7/3 0:0:0", 372, 535.42, inf
1667000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1667999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1669000, 1562112000, "2019/7/3 0:0:0", 190, 535.42, inf
1669999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1671000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1671999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1672999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1673999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1674998, 1562112000, "2019/7/3 0:0:0", 584, 471.61, 2.42
1676000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1676999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1677999, 1562112000, "2019/7/3 0:0:0", 593, 468.13, 1.96
1678998, 1562112000, "2019/7/3 0:0:0", 407, 535.42, inf
1680000, 1562112000, "2019/7/3 0:0:0", 332, 535.42, inf
1680999, 1562112000, "2019/7/3 0:0:0", 385, 535.42, inf
1681999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1682999, 1562112000, "2019/7/3 0:0:0", 331, 535.42, inf
1683998, 1562112000, "2019/7/3 0:0:0", 594, 468.13, 1.92
1685000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1685999, 1562112000, "2019/7/3 0:0:0", 112, 535.42, inf
1687000, 1562112000, "2019/7/3 0:0:0", 575, 483.21, 3.44
1687999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1688999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1689999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1690999, 1562112000, "2019/7/3 0:0:0", 19, 535.42, 2.61
1691999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1692998, 1562112000, "2019/7/3 0:0:0", 21, 535.42, inf
1693999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1694998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1696000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1696998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1697999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.36
1698998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 13.74
1699999, 1562112000, "2019/7/3 0:0:0", 103, 535.42, 1.93
1700999, 1562112000, "2019/7/3 0:0:0", 62, 535.42, 2.12
1701999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1702999, 1562112000, "2019/7/3 0:0:0", 329, 535.42, 1.96
1703999, 1562112000, "2019/7/3 0:0:0", 574, 468.13, 1.95
1704999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.86
1705999, 1562112000, "2019/7/3 0:0:0", 575, 464.65, 1.96
1706999, 1562112000, "2019/7/3 0:0:0", 583, 466.39, 1.93
1707999, 1562112000, "2019/7/3 0:0:0", 577, 467.55, 1.96
1708999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1709999, 1562112000, "2019/7/3 0:0:0", 574, 469.87, 2.15
1710999, 1562112000, "2019/7/3 0:0:0", 599, 465.81, 1.89
1712000, 1562112000, "2019/7/3 0:0:0", 436, 535.42, inf
1712999, 1562112000, "2019/7/3 0:0:0", 398, 535.42, inf
1713999, 1562112000, "2019/7/3 0:0:0", 46, 535.42, inf
1714999, 1562112000, "2019/7/3 0:0:0", 23, 535.42, inf
1715999, 1562112000, "2019/7/3 0:0:0", 573, 490.17, 3.82
1717000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1717999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1719000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1719999, 1562112000, "2019/7/3 0:0:0", 286, 535.42, inf
1720999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1721999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1722999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1723999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1724999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 15.86
1726000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.34
1726999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.31
1728000, 1562112000, "2019/7/3 0:0:0", 104, 535.42, 1.92
1728999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1729998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.29
1730999, 1562112000, "2019/7/3 0:0:0", 26, 535.42, 2.50
1731999, 1562112000, "2019/7/3 0:0:0", 72, 535.42, 2.05
1732999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.17
1733999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.92
1735000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.22
1735999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 17.33
1736999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.16
1738000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1738999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 70.40
1739999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1740999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1742000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1742999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1744000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1744999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1745999, 1562112000, "2019/7/3 0:0:0", 468, 496.55, 1.90
1746999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1747998, 1562112000, "2019/7/3 0:0:0", 174, 535.42, inf
1748999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1749998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1751000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1751999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1752999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1753999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1754999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1755999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 8.22
1756998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1757999, 1562112000, "2019/7/3 0:0:0", 10, 535.42, 2.71
1758999, 1562112000, "2019/7/3 0:0:0", 147, 535.42, 1.94
1760000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1760999, 1562112000, "2019/7/3 0:0:0", 483, 482.05, 1.93
1761999, 1562112000, "2019/7/3 0:0:0", 587, 464.07, 1.91
1763000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.83
1763999, 1562112000, "2019/7/3 0:0:0", 582, 467.55, 2.12
1764999, 1562112000, "2019/7/3 0:0:0", 587, 465.23, 1.93
1765999, 1562112000, "2019/7/3 0:0:0", 127, 535.42, 1.87
1767000, 1562112000, "2019/7/3 0:0:0", 578, 464.65, 1.92
1767999, 1562112000, "2019/7/3 0:0:0", 588, 464.07, 1.93
1768999, 1562112000, "2019/7/3 0:0:0", 594, 464.65, 1.88
1769998, 1562112000, "2019/7/3 0:0:0", 586, 466.39, 1.99
1770998, 1562112000, "2019/7/3 0:0:0", 567, 480.31, 3.35
1771999, 1562112000, "2019/7/3 0:0:0", 410, 535.42, inf
1772999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1773999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1774998, 1562112000, "2019/7/3 0:0:0", 360, 535.42, inf
1776000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1776999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 23.47
1777999, 1562112000, "2019/7/3 0:0:0", 79, 535.42, 1.94
1778999, 1562112000, "2019/7/3 0:0:0", 502, 471.03, 1.91
1779999, 1562112000, "2019/7/3 0:0:0", 583, 462.91, 1.91
1781000, 1562112000, "2019/7/3 0:0:0", 588, 464.07, 1.96
1781999, 1562112000, "2019/7/3 0:0:0", 378, 535.42, inf
1783000, 1562112000, "2019/7/3 0:0:0", 578, 473.93, 3.05
1783998, 1562112000, "2019/7/3 0:0:0", 591, 461.75, 1.89
1784999, 1562112000, "2019/7/3 0:0:0", 369, 535.42, inf
1785999, 1562112000, "2019/7/3 0:0:0", 192, 535.42, inf
1786999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1787999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1788999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1790000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1790999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.72
1792000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1792999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1793999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1794999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1795999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1797000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1797999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 16.56
1799000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.41
1799999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.92
1800999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.54
1802000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1802999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.26
1803999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.25
1804999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.71
1806000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1806999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.65
1808000, 1562112000, "2019/7/3 0:0:0", 190, 535.42, 1.90
1808999, 1562112000, "2019/7/3 0:0:0", 216, 535.42, 1.94
1809998, 1562112000, "2019/7/3 0:0:0", 472, 490.17, 1.93
1810999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.78
1811998, 1562112000, "2019/7/3 0:0:0", 591, 461.75, 1.90
1813000, 1562112000, "2019/7/3 0:0:0", 581, 462.91, 1.94
1813999, 1562112000, "2019/7/3 0:0:0", 586, 462.33, 1.94
1815000, 1562112000, "2019/7/3 0:0:0", 598, 462.33, 1.91
1815999, 1562112000, "2019/7/3 0:0:0", 546, 501.20, 5.10
1816999, 1562112000, "2019/7/3 0:0:0", 212, 535.42, inf
1818000, 1562112000, "2019/7/3 0:0:0", 592, 471.03, inf
1818999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1820000, 1562112000, "2019/7/3 0:0:0", 20, 535.42, inf
1820999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1822000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.30
1822999, 1562112000, "2019/7/3 0:0:0", 188, 535.42, 1.91
1824000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.08
1824998, 1562112000, "2019/7/3 0:0:0", 588, 462.33, 1.93
1825999, 1562112000, "2019/7/3 0:0:0", 562, 464.07, 2.00
1826999, 1562112000, "2019/7/3 0:0:0", 577, 464.07, inf
1827999, 1562112000, "2019/7/3 0:0:0", 572, 475.67, 3.36
1829000, 1562112000, "2019/7/3 0:0:0", 597, 464.07, 1.94
1829999, 1562112000, "2019/7/3 0:0:0", 49, 535.42, inf
1831000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1831999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1832999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1834000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1834999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1835999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1836999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 13.91
1838000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1838999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.03
1840000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.54
1840999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.24
1841999, 1562112000, "2019/7/3 0:0:0", 118, 535.42, 1.90
1842999, 1562112000, "2019/7/3 0:0:0", 53, 535.42, 2.19
1843999, 1562112000, "2019/7/3 0:0:0", 101, 535.42, 1.90
1845000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1845999, 1562112000, "2019/7/3 0:0:0", 121, 535.42, 1.91
1847000, 1562112000, "2019/7/3 0:0:0", 149, 535.42, 1.89
1847999, 1562112000, "2019/7/3 0:0:0", 91, 535.42, 1.95
1848999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1849998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.88
1850999, 1562112000, "2019/7/3 0:0:0", 44, 535.42, 2.28
1851999, 1562112000, "2019/7/3 0:0:0", 58, 535.42, 2.15
1852999, 1562112000, "2019/7/3 0:0:0", 141, 535.42, 1.90
1854000, 1562112000, "2019/7/3 0:0:0", 109, 535.42, 1.90
1854999, 1562112000, "2019/7/3 0:0:0", 156, 535.42, 1.91
1855998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1856999, 1562112000, "2019/7/3 0:0:0", 165, 535.42, 1.91
1857999, 1562112000, "2019/7/3 0:0:0", 209, 535.42, 1.91
1858999, 1562112000, "2019/7/3 0:0:0", 27, 535.42, 2.49
1859999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1861000, 1562112000, "2019/7/3 0:0:0", 190, 535.42, 1.89
1861999, 1562112000, "2019/7/3 0:0:0", 206, 535.42, 1.94
1863000, 1562112000, "2019/7/3 0:0:0", 328, 535.42, 1.95
1863999, 1562112000, "2019/7/3 0:0:0", 264, 535.42, 1.90
1864998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1865999, 1562112000, "2019/7/3 0:0:0", 72, 535.42, 2.06
1866998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.38
1867999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.77
1868999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 10.33
1870000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 10.43
1870999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1871998, 1562112000, "2019/7/3 0:0:0", 30, 535.42, inf
1872998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1873999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1874999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1875998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1876999, 1562112000, "2019/7/3 0:0:0", 588, 475.09, 2.96
1877998, 1562112000, "2019/7/3 0:0:0", 106, 535.42, inf
1878999, 1562112000, "2019/7/3 0:0:0", 91, 535.42, inf
1879999, 1562112000, "2019/7/3 0:0:0", 306, 535.42, inf
1880999, 1562112000, "2019/7/3 0:0:0", 600, 465.23, 1.97
1881999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1882999, 1562112000, "2019/7/3 0:0:0", 408, 535.42, inf
1884000, 1562112000, "2019/7/3 0:0:0", 595, 462.91, 1.93
1884998, 1562112000, "2019/7/3 0:0:0", 507, 530.78, 12.24
1885999, 1562112000, "2019/7/3 0:0:0", 422, 535.42, inf
1886999, 1562112000, "2019/7/3 0:0:0", 345, 535.42, inf
1888000, 1562112000, "2019/7/3 0:0:0", 361, 535.42, inf
1889000, 1562112000, "2019/7/3 0:0:0", 593, 465.81, 2.08
1889998, 1562112000, "2019/7/3 0:0:0", 300, 535.42, inf
1890999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1891999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1893000, 1562112000, "2019/7/3 0:0:0", 539, 514.54, 7.04
1893998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1895000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1895999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1896999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1898000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1898998, 1562112000, "2019/7/3 0:0:0", 26, 535.42, 2.48
1899999, 1562112000, "2019/7/3 0:0:0", 591, 463.49, 1.95
1900999, 1562112000, "2019/7/3 0:0:0", 593, 461.75, 1.90
1902000, 1562112000, "2019/7/3 0:0:0", 423, 523.82, 1.86
1902999, 1562112000, "2019/7/3 0:0:0", 588, 464.65, 1.95
1904000, 1562112000, "2019/7/3 0:0:0", 575, 479.15, 3.41
1904999, 1562112000, "2019/7/3 0:0:0", 424, 535.42, inf
1905999, 1562112000, "2019/7/3 0:0:0", 591, 476.83, 3.20
1906998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1907999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1908999, 1562112000, "2019/7/3 0:0:0", 594, 461.75, 1.91
1909999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.78
1910999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1911999, 1562112000, "2019/7/3 0:0:0", 591, 460.01, 1.89
1912999, 1562112000, "2019/7/3 0:0:0", 594, 462.33, 1.89
1914000, 1562112000, "2019/7/3 0:0:0", 600, 461.17, 1.88
1914999, 1562112000, "2019/7/3 0:0:0", 589, 462.91, 1.97
1915999, 1562112000, "2019/7/3 0:0:0", 586, 464.07, 2.02
1916999, 1562112000, "2019/7/3 0:0:0", 531, 513.96, 7.56
1918000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1918999, 1562112000, "2019/7/3 0:0:0", 384, 535.42, inf
1919998, 1562112000, "2019/7/3 0:0:0", 596, 462.91, 1.92
1920999, 1562112000, "2019/7/3 0:0:0", 194, 535.42, inf
1921999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1922999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1923999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1925000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1925999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1927000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1927999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1928999, 1562112000, "2019/7/3 0:0:0", 596, 469.29, 2.56
1929999, 1562112000, "2019/7/3 0:0:0", 250, 535.42, inf
1930999, 1562112000, "2019/7/3 0:0:0", 150, 535.42, inf
1931999, 1562112000, "2019/7/3 0:0:0", 350, 535.42, inf
1932999, 1562112000, "2019/7/3 0:0:0", 187, 535.42, inf
1934000, 1562112000, "2019/7/3 0:0:0", 59, 535.42, inf
1934999, 1562112000, "2019/7/3 0:0:0", 192, 535.42, inf
1936000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1936999, 1562112000, "2019/7/3 0:0:0", 159, 535.42, inf
1937998, 1562112000, "2019/7/3 0:0:0", 596, 464.65, 1.99
1938999, 1562112000, "2019/7/3 0:0:0", 156, 535.42, inf
1939999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1940999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1941999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1943000, 1562112000, "2019/7/3 0:0:0", 586, 472.77, 2.95
1943998, 1562112000, "2019/7/3 0:0:0", 141, 535.42, inf
1944999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1945999, 1562112000, "2019/7/3 0:0:0", 208, 535.42, inf
1946999, 1562112000, "2019/7/3 0:0:0", 595, 466.39, 2.15
1947999, 1562112000, "2019/7/3 0:0:0", 89, 535.42, inf
1948998, 1562112000, "2019/7/3 0:0:0", 262, 535.42, inf
1950000, 1562112000, "2019/7/3 0:0:0", 594, 465.23, 2.12
1950999, 1562112000, "2019/7/3 0:0:0", 73, 535.42, inf
1952000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1952999, 1562112000, "2019/7/3 0:0:0", 16, 535.42, inf
1953998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1954999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1955999, 1562112000, "2019/7/3 0:0:0", 581, 476.25, 3.23
1957000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1957999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1959000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1959999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1960999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1961999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1962999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.90
1963999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1964999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1965999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.32
1966999, 1562112000, "2019/7/3 0:0:0", 69, 535.42, 2.04
1967998, 1562112000, "2019/7/3 0:0:0", 322, 535.42, 1.91
1968999, 1562112000, "2019/7/3 0:0:0", 583, 462.33, 1.91
1969999, 1562112000, "2019/7/3 0:0:0", 591, 461.17, 1.90
1970998, 1562112000, "2019/7/3 0:0:0", 584, 462.91, 1.97
1971999, 1562112000, "2019/7/3 0:0:0", 590, 461.75, inf
1972999, 1562112000, "2019/7/3 0:0:0", 582, 463.49, 1.99
1973998, 1562112000, "2019/7/3 0:0:0", 603, 462.33, 1.90
1975000, 1562112000, "2019/7/3 0:0:0", 367, 535.42, inf
1975999, 1562112000, "2019/7/3 0:0:0", 160, 535.42, inf
1976998, 1562112000, "2019/7/3 0:0:0", 593, 476.25, 3.13
1977999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1978999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1980000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1980999, 1562112000, "2019/7/3 0:0:0", 164, 535.42, 1.90
1981999, 1562112000, "2019/7/3 0:0:0", 468, 487.27, 1.91
1982999, 1562112000, "2019/7/3 0:0:0", 54, 535.42, 2.15
1984000, 1562112000, "2019/7/3 0:0:0", 591, 462.33, 1.91
1984998, 1562112000, "2019/7/3 0:0:0", 587, 464.07, 2.05
1985999, 1562112000, "2019/7/3 0:0:0", 429, 535.42, inf
1986999, 1562112000, "2019/7/3 0:0:0", 122, 535.42, inf
1987999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1989000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1989999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.86
1990999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1992000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1992999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1993999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1994998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1995998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1996999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1998000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
1998999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
2000000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 25.60
2000999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
2001998, 1562112000, "2019/7/3 0:0:0", 599, 465.23, 1.95
2002999, 1562112000, "2019/7/3 0:0:0", 424, 535.42, inf
2003999, 1562112000, "2019/7/3 0:0:0", 479, 535.42, 140.80
2004999, 1562112000, "2019/7/3 0:0:0", 577, 469.29, 2.75
2005999, 1562112000, "2019/7/3 0:0:0", 584, 467.55, 2.60
2007000, 1562112000, "2019/7/3 0:0:0", 572, 479.15, 3.46
2007999, 1562112000, "2019/7/3 0:0:0", 586, 465.23, 2.15
2008999, 1562112000, "2019/7/3 0:0:0", 589, 462.33, 1.96
2010000, 1562112000, "2019/7/3 0:0:0", 599, 460.01, 1.88
2010999, 1562112000, "2019/7/3 0:0:0", 588, 461.17, 1.91
2011999, 1562112000, "2019/7/3 0:0:0", 587, 461.75, 1.92
2012999, 1562112000, "2019/7/3 0:0:0", 592, 460.59, 1.90
2014000, 1562112000, "2019/7/3 0:0:0", 143, 535.42, 1.87
2014999, 1562112000, "2019/7/3 0:0:0", 588, 460.01, 1.90
2016000, 1562112000, "2019/7/3 0:0:0", 594, 460.01, 1.89
2016998, 1562112000, "2019/7/3 0:0:0", 587, 461.75, 2.15
2017999, 1562112000, "2019/7/3 0:0:0", 591, 460.59, 1.90
2019000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.77
